Unnamed: 0,QUOTE,CONSUMER_CREDIT_JUDGEMENTS_GUAR1,CONSUMER_CREDIT_INSOLVENCY_NOTICES_GUAR1,CONSUMER_CREDIT_CREDIT_DEFAULTS_GUAR1,CONSUMER_CREDIT_COMPANY_AFFILIATIONS_GUAR1,CONSUMER_CREDIT_FILE_ACTIVITY_GUAR1,CONSUMER_CREDIT_SCORE_GUAR1,CONSUMER_CREDIT_RISK_ODDS_GUAR1,CONSUMER_CREDIT_JUDGEMENTS_GUAR2,CONSUMER_CREDIT_INSOLVENCY_NOTICES_GUAR2,CONSUMER_CREDIT_CREDIT_DEFAULTS_GUAR2,CONSUMER_CREDIT_COMPANY_AFFILIATIONS_GUAR2,CONSUMER_CREDIT_FILE_ACTIVITY_GUAR2,CONSUMER_CREDIT_SCORE_GUAR2,CONSUMER_CREDIT_RISK_ODDS_GUAR2,CONSUMER_CREDIT_JUDGEMENTS_GUAR3,CONSUMER_CREDIT_INSOLVENCY_NOTICES_GUAR3,CONSUMER_CREDIT_CREDIT_DEFAULTS_GUAR3,CONSUMER_CREDIT_COMPANY_AFFILIATIONS_GUAR3,CONSUMER_CREDIT_FILE_ACTIVITY_GUAR3,CONSUMER_CREDIT_SCORE_GUAR3,CONSUMER_CREDIT_RISK_ODDS_GUAR3,COMMERCIAL_CREDIT_DIRECTORS,COMMERCIAL_CREDIT_JUDGEMENTS,COMMERCIAL_CREDIT_CREDIT_DEFAULTS,COMMERCIAL_CREDIT_INSOLVENCIES,COMMERCIAL_CREDIT_CREDIT_ACTIVITY,COMMERCIAL_CREDIT_PPSR,COMMERCIAL_CREDIT_NOTIFICATIONS,COMMERCIAL_CREDIT_PUBLIC_NOTICES,COMMERCIAL_CREDIT_SCORE,COMMERCIAL_CREDIT_CREDIT_LIMIT,COMMERCIAL_CREDIT_SUPPLIERS,COMMERCIAL_CREDIT_DSO_CURRENT,COMMERCIAL_CREDIT_DSO_ONE_MONTH,COMMERCIAL_CREDIT_DSO_TWO_MONTHS,DIRECTOR_PROPERTY_TYPE_D1,DIRECTOR_PROPERTY_RATEABLE_VALUE_D1,DIRECTOR_PROPERTY_IMPROVEMENTS_D1,DIRECTOR_PROPERTY_LAND_VALUE_D1,DIRECTOR_PROPERTY_TYPE_D2,DIRECTOR_PROPERTY_RATEABLE_VALUE_D2,DIRECTOR_PROPERTY_IMPROVEMENTS_D2,DIRECTOR_PROPERTY_LAND_VALUE_D2,DIRECTOR_PROPERTY_TYPE_D3,DIRECTOR_PROPERTY_RATEABLE_VALUE_D3,DIRECTOR_PROPERTY_IMPROVEMENTS_D3,DIRECTOR_PROPERTY_LAND_VALUE_D3,ORG_TYPE,INDUSTRY_CLASSIFICATION,PRIOR_FUNDTAP_HISTORY_COMPLETED_SUM,PRIOR_FUNDTAP_HISTORY_FUNDED_SUM,PRIOR_FUNDTAP_HISTORY_DUE_SUM,P_L_TOTAL_INCOME_CURRENT,P_L_GROSS_PROFIT_CURRENT,P_L_TOTAL_OTHER_INCOME_CURRENT,P_L_TOTAL_OPERATING_EXPENSES_CURRENT,P_L_NET_PROFIT_CURRENT,P_L_TOTAL_INCOME_YR1,P_L_GROSS_PROFIT_YR1,P_L_TOTAL_OTHER_INCOME_YR1,P_L_TOTAL_OPERATING_EXPENSES_YR1,P_L_NET_PROFIT_YR1,P_L_TOTAL_INCOME_YR2,P_L_GROSS_PROFIT_YR2,P_L_TOTAL_OTHER_INCOME_YR2,P_L_TOTAL_OPERATING_EXPENSES_YR2,P_L_NET_PROFIT_YR2,P_L_TOTAL_INCOME_YR3,P_L_GROSS_PROFIT_YR3,P_L_TOTAL_OTHER_INCOME_YR3,P_L_TOTAL_OPERATING_EXPENSES_YR3,P_L_NET_PROFIT_YR3,ACCOUNTS_PAYABLE_TOTAL_CURRENT_MONTH,ACCOUNTS_PAYABLE_TOTAL_ONE_MONTH_PAST,ACCOUNTS_PAYABLE_TOTAL_TWO_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_THREE_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_FOUR_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_FIVE_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_SIX_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_SEVEN_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_EIGHT_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_NINE_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_TEN_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_ELEVEN_MONTHS_PAST,ACCOUNTS_PAYABLE_TOTAL_TWELVE_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_CURRENT_MONTH,ACCOUNTS_RECEIVABLE_TOTAL_ONE_MONTH_PAST,ACCOUNTS_RECEIVABLE_TOTAL_TWO_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_THREE_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_FOUR_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_FIVE_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_SIX_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_SEVEN_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_EIGHT_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_NINE_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_TEN_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_ELEVEN_MONTHS_PAST,ACCOUNTS_RECEIVABLE_TOTAL_TWELVE_MONTHS_PAST,BANK_SUMMARY_TOTAL_SPENT_CURRENT,BANK_SUMMARY_TOTAL_RECEIVED_CURRENT,BANK_SUMMARY_TOTAL_SPENT_M1,BANK_SUMMARY_TOTAL_RECEIVED_M1,BANK_SUMMARY_TOTAL_SPENT_M2,BANK_SUMMARY_TOTAL_RECEIVED_M2,BANK_SUMMARY_TOTAL_SPENT_M3,BANK_SUMMARY_TOTAL_RECEIVED_M3,EXEC_SUMMARY_CASH_RECEIVED_CURRENT,EXEC_SUMMARY_CASH_SPENT_CURRENT,EXEC_SUMMARY_CASH_SURPLUS_DEFICIT_CURRENT,EXEC_SUMMARY_CLOSING_BANK_BALANCE_CURRENT,EXEC_SUMMARY_INCOME_CURRENT,EXEC_SUMMARY_DIRECT_COSTS_CURRENT,EXEC_SUMMARY_GROSS_PROFIT_LOSS_CURRENT,EXEC_SUMMARY_OTHER_INCOME_CURRENT,EXEC_SUMMARY_EXPENSES_CURRENT,EXEC_SUMMARY_PROFIT_LOSS_CURRENT,EXEC_SUMMARY_DEBTORS_CURRENT,EXEC_SUMMARY_CREDITORS_CURRENT,EXEC_SUMMARY_NET_ASSETS_CURRENT,EXEC_SUMMARY_NUMBER_OF_INVOICES_ISSUED_CURRENT,EXEC_SUMMARY_AVERAGE_VALUE_OF_INVOICES_CURRENT,EXEC_SUMMARY_GROSS_PROFIT_MARGIN_CURRENT,EXEC_SUMMARY_NET_PROFIT_MARGIN_CURRENT,EXEC_SUMMARY_RETURN_ON_INVESTMENT_CURRENT,EXEC_SUMMARY_AVERAGE_DEBTORS_DAYS_CURRENT,EXEC_SUMMARY_AVERAGE_CREDITORS_DAYS_CURRENT,EXEC_SUMMARY_SHORT_TERM_CASH_FORECAST_CURRENT,EXEC_SUMMARY_CURRENT_ASSETS_TO_LIABILITIES_CURRENT,EXEC_SUMMARY_TERM_ASSETS_TO_LIABILITIES_CURRENT,EXEC_SUMMARY_CASH_RECEIVED_M1,EXEC_SUMMARY_CASH_SPENT_M1,EXEC_SUMMARY_CASH_SURPLUS_DEFICIT_M1,EXEC_SUMMARY_CLOSING_BANK_BALANCE_M1,EXEC_SUMMARY_INCOME_M1,EXEC_SUMMARY_DIRECT_COSTS_M1,EXEC_SUMMARY_GROSS_PROFIT_LOSS_M1,EXEC_SUMMARY_OTHER_INCOME_M1,EXEC_SUMMARY_EXPENSES_M1,EXEC_SUMMARY_PROFIT_LOSS_M1,EXEC_SUMMARY_DEBTORS_M1,EXEC_SUMMARY_CREDITORS_M1,EXEC_SUMMARY_NET_ASSETS_M1,EXEC_SUMMARY_NUMBER_OF_INVOICES_ISSUED_M1,EXEC_SUMMARY_AVERAGE_VALUE_OF_INVOICES_M1,EXEC_SUMMARY_GROSS_PROFIT_MARGIN_M1,EXEC_SUMMARY_NET_PROFIT_MARGIN_M1,EXEC_SUMMARY_RETURN_ON_INVESTMENT_M1,EXEC_SUMMARY_AVERAGE_DEBTORS_DAYS_M1,EXEC_SUMMARY_AVERAGE_CREDITORS_DAYS_M1,EXEC_SUMMARY_SHORT_TERM_CASH_FORECAST_M1,EXEC_SUMMARY_CURRENT_ASSETS_TO_LIABILITIES_M1,EXEC_SUMMARY_TERM_ASSETS_TO_LIABILITIES_M1,FUNDTAP_LOAN_PRINCIPAL,LINE_OF_BUSINESS,CUSTOMER_TYPE,ACCOUNTING_SOFTWARE,CUSTOMER_UID,COMMERCIAL_CREDIT_REPORT_CREATION_DATE,CONSUMER_CREDIT_REPORT_FIRST_CREATION_DATE,CONSUMER_CREDIT_REPORT_SECOND_CREATION_DATE,CONSUMER_CREDIT_REPORT_THIRD_CREATION_DATE,BANK_STATEMENT_CREATION_DATE,XERO_REPORT_CREATION_DATE,FUNDTAP_PROFIT_LOSS,FUNDTAP_STATUS,COUNTRY,FUNDTAP_FEE,WEEKS_PAST_DUE,WEEKS_OVERDUE,WEEKS_IN_DEFAULT,PRIOR_FUNDTAP_HISTORY_PENDING_SUM,TOTAL_BANK,ACCOUNTS_RECEIVABLE,GST,TOTAL_CURRENT_ASSETS,TOTAL_FIXED_ASSETS,TOTAL_NON_CURRENT_ASSETS,TOTAL_ASSETS,ACCOUNTS_PAYABLE,TOTAL_CURRENT_LIABILITIES,TOTAL_NON_CURRENT_LIABILITIES,TOTAL_LIABILITIES,NET_ASSETS,CURRENT_YEAR_EARNINGS,RETAINED_EARNINGS,TOTAL_EQUITY
4046,FT6585,,,,,,686,,,,,,,,,,,,,,,,,,,,,,,,691,,,,,,,,,,,,,,,,,,,Construction,14221.35,4430.25,1559.25,29095.00,29095.00,0,25067.26,4027.74,26229.50,26229.50,0,19567.90,6661.60,0,0,0,2270.94,-2270.94,,,,,,3006,0,0,0,0,0,0,0,0,0,0,0,0.0,5478,550,1026,0,0,0,0,0.0,0.0,0,0,0,0.0,,5681.0,13350.51,25045.45,15595.17,7871.83,14349.6,13279.93,"11,126","3,006","8,120","10,054","6,630",0,"6,630",0,135,"6,494","2,429",0,"9,618",7.0,947,100.00%,98.00%,810.20%,11,0,"2,429",2.0,0.0,"25,045","13,351","11,695","1,934","3,450",0,"3,450",0,"2,934",516,"3,391",0,"3,124",5.0,690,100.00%,14.90%,198.10%,30,0,"3,391",1.0,0.0,1262.25,Sustainability Consultants,Consultants,Xero,1354,,,,,2021-08-12 09:10:09,2021-08-12 09:10:09,60.0,Completed,AUS,59.56,,,,0.0,262.32,371.5,1511.44,2488.9,1633.59,,4384.81,,4376.37,,4376.37,8.44,-467.88,476.32,8.44
3968,FT6687,,,,,,258,,,,,,,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,157472.27,75478.11,2400.00,137099.88,-59221.77,364509.14,191034.72,16500.00,148556.36,58978.36,141639.90,54316.98,5000.00,40073.14,19243.84,,,,,,0,0,15382,12377,3242,175,0,0,0,0,0,0,0.0,22925,3208,4806,644,1203,3929,0,0.0,0.0,0,0,0,0.0,22119.89,20849.21,45248.1,36336.68,41446.92,47448.5,32097.12,23705.39,"20,849","22,120","-1,271",330,"25,289","10,845","14,444",0,"1,590","12,854","36,511","31,175","-228,676",24.0,"1,054",57.10%,50.80%,67.50%,45,78,"5,336",1.0,0.0,"36,337","45,248","-8,911","1,601","27,164","16,705","10,459",0,"4,313","6,146","27,456","33,684","-238,360",31.0,876,38.50%,22.60%,30.90%,31,50,"-6,228",1.0,0.0,1296.68,,Distributors/Wholesalers,Xero,1579,,,,,2021-08-24 01:12:23,2021-08-24 01:12:23,61.0,Completed,AUS,61.18,,,,6759.11,,,,,,,,,,,,,,,
3739,FT7561,,,,6.0,2.0,845,47.258,,,,4.0,3.0,764,23.425,,,,,,,,1.0,,,,1.0,,,,,,,,,,Residential,830000,465000,365000,,,,,,,,,ACCOUNTING_PRACTICE,,19240.79,5015.62,3110.18,241794.39,97197.01,14307.85,85752.41,25752.45,361073.88,147749.18,42443.76,190192.94,0,358846.13,202396.03,9824.11,212220.14,0,3577.37,3577.37,0,0,3577.37,0,12034,518,0,2064,0,0,0,0,0,4150,0,0.0,6754,28684,572,1704,2118,221,1928,3314.0,404.0,265,956,23,0.0,3400.82,3509.5,73229.73,74085.12,64378.25,67073.31,62354.32,58712.84,"3,510","3,401",109,"-25,934","5,873",0,"5,873",0,"2,870","3,003","58,894","19,042","25,684",5.0,"1,175",100.00%,51.10%,140.30%,311,206,"39,852",0.0,0.0,"53,915","53,060",855,"-26,043","42,365","23,087","19,278","3,316","8,267","14,326","55,649","19,042","22,682",112.0,401,49.50%,31.40%,757.90%,38,19,"36,608",0.0,0.0,1084.68,,B2B Service Provider,Xero,1610,2021-09-29 13:31:27,2021-09-29 13:28:36,2021-10-01 11:38:55,,2022-01-07 09:11:29,2022-01-07 09:11:29,38.0,Completed,NZL,57.62,1.0,,,3610.09,-1069.08,46253.12,-42799.84,40359.37,24565.13,360000.0,423855.42,22328.28,336697.62,81834.36,418531.98,5323.44,6639.52,-1316.08,5323.44
2319,FT10385,,,,10.0,13.0,509,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Residential,830000,580000,250000,,,,,,,,,COMPANY,Information Media and Telecommunication,103478.62,31429.82,19638.58,141535.40,110766.93,0,92450.38,18316.55,208948.75,172618.23,0,45198.34,127419.89,33500.00,33500.00,0,34050.00,-550.00,,,,,,5446,5933,0,1610,0,0,0,0,0,0,0,0,0.0,25426,18371,3450,0,0,0,0,0.0,0.0,0,0,0,0.0,21761.67,22348.99,60529.96,59838.95,85987.25,88261.56,40316.05,39159.84,"22,349","21,762",587,"26,850","19,512",654,"18,858",0,"13,016","5,841","47,247","12,989","-70,458",6.0,"3,248",96.60%,29.90%,99.50%,73,29,"34,258",1.0,0.0,"59,839","60,530",-691,"26,263","31,546","14,782","16,764",0,"17,462",-698,"32,531","12,280","-76,179",7.0,"4,501",53.10%,2.20%,11.00%,32,12,"20,251",1.0,0.0,7987.5,Business & Professional Association Services,Distributors/Wholesalers,Xero,2192,2022-03-18 13:43:17,2022-03-18 13:38:58,,,2022-09-21 08:29:07,2022-09-21 08:29:07,422.0,Completed,NZL,461.99,2.0,1.0,,0.0,26850.37,47247.02,7154.0,39442.55,7014.83,,73307.75,12988.9,54363.04,89402.56,143765.6,-70457.85,18316.55,126869.89,-70457.85
1941,FT10945,,,,5.0,4.0,905,0.01,,,,6.0,3.0,859,0.02,,,,,,,,2.0,,,,8.0,6.0,,,823,,6.0,,,,Residential,1035000,85000,950000,,,,,,,,,COMPANY,Construction,350450.53,89808.44,61510.34,874331.70,146825.49,21173.17,197521.70,-29523.04,1071939.24,57876.50,125834.81,255905.04,-72193.73,1129350.25,163458.92,1288.96,178613.82,-13865.94,1196089.77,268565.01,7680.81,278068.51,-1822.69,80737,51950,21403,24367,24523,0,0,0,0,0,0,0,0.0,92641,95480,1328,0,0,0,0,0.0,0.0,0,0,0,0.0,155191.43,138777.7,226910.39,214781.0,281969.83,283405.12,214460.25,222399.54,"137,728","154,141","-16,414","-112,956","80,959","125,410","-44,450",50,"9,292","-53,692","189,449","209,333","-117,504",55.0,"1,476",54.80%,66.30%,548.30%,72,48,"-19,885",0.0,2.0,"208,231","220,360","-12,129","-96,542","138,366","100,138","38,229","1,560","38,942",846,"175,378","197,092","-63,811",81.0,"1,713",28.40%,0.60%,15.90%,38,43,"-21,713",1.0,2.0,3354.28,Other Construction Services,Distributors/Wholesalers,Xero,1357,2021-03-05 12:55:49,2022-03-15 08:57:36,2021-03-05 11:45:27,,2022-10-28 09:34:54,2022-10-28 09:34:54,160.0,Completed,NZL,199.62,2.0,,,28710.48,-102235.75,189448.9,22904.94,190514.4,128467.85,,216746.5,209333.45,252853.01,81397.06,334250.07,-117503.57,-29523.04,-87980.53,-117503.57
3782,FT7509,,,,2.0,4.0,533,3.166,,,,,,,,,,,,,,,1.0,,,,,,,,811,,6.0,,,,,,,,,,,,,,,,COMPANY,Other Services,49886.43,12456.8,11506.37,112003.88,91967.85,282.31,108792.84,-16542.68,136896.96,102909.19,-13003.83,107630.11,-17724.75,95629.82,92036.70,2424.61,94462.71,-1.40,2870.00,2870.00,0,865.18,2004.82,1312,3388,0,2673,276,0,0,0,0,0,0,0,0.0,4775,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,14304.92,17522.25,33867.96,33635.3,25884.72,25966.99,14958.18,14744.64,"16,392","13,175","3,217","-9,544","10,945","2,798","8,147","1,774","8,015","1,906","4,505","5,994","-142,126",18.0,608,78.00%,15.00%,16.10%,11,17,"-1,490",0.0,0.0,"33,635","33,868",-233,"-12,761","9,674",719,"8,954","5,200","10,268","3,887","4,648","6,638","-142,964",23.0,421,95.20%,26.10%,32.60%,9,18,"-1,990",0.0,0.0,80.32,Vehicle Maintenance,B2B Service Provider,Xero,1289,2021-01-05 15:20:23,2021-01-05 14:16:41,,,2021-12-24 07:07:09,2021-12-24 07:07:09,41.0,Completed,NZL,41.03,2.0,3.0,,0.0,-6023.6,7033.7,47231.55,35201.28,17042.88,,46220.56,-476.62,180288.25,35000.0,215288.25,-169067.69,-40391.63,-17734.35,-169067.69
6595,FT2945,,,,,2.0,835.0,7.4,,,,4.0,2.0,620.0,6.727,,,,9.0,2.0,894.0,72.254,1.0,,,,10.0,7.0,,,860.0,,6.0,,,,Residential,330000.0,130000.0,200000.0,,,,,,,,,COMPANY,Construction,689973.92,28974.83,0.0,515649.12,212763.81,3.5,113119.80,99647.51,666396.93,272511.90,1405.70,230230.79,43686.81,486590.16,355977.82,1848.54,361056.94,-3230.58,377580.13,328178.09,2196.84,332888.02,-2513.09,0.0,50014,1185,20866,0,0,0,0,0,9911,13134,0,0.0,0,56684,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6487.59,51181.56,97028.12,129991.5,214041.57,196063.68,260350.57,267135.13,"57,066","6,488","50,578","73,810","69,540","4,581","64,959",0,56,"64,903","79,425","104,072","153,351",8,"8,693",93.40%,93.30%,507.90%,35,696,"-24,647",2.0,-1.0,"101,092","68,128","32,963","23,232","63,124","29,468","33,656",0,"11,810","21,845",621,"48,174","88,448",6,"10,521",53.30%,34.60%,296.40%,0,36,"-47,553",1.0,-1.0,9128.7,Plastering Contractors,Trades/Construction,Xero,142,2020-01-31 12:37:29,2020-01-31 12:38:06,,,2020-02-25 10:38:11,2020-02-25 10:38:11,448.0,Completed,NZL,468.25,1.0,,,0.0,,,,,,,,,,,,,,,
2441,FT10227,,,,10.0,8.0,702,0.07,,,,21.0,1.0,967,0.01,,,,7.0,9.0,751.0,0.05,,,,,,,,,,,,,,,Residential,850000,160000,690000,,,,,,,,,COMPANY,Other Services,851923.16,46376.66,13067.92,1014213.36,809356.24,6600.00,619739.45,196216.79,1716876.29,1292575.35,182236.25,1375408.53,99403.07,1504125.67,1039648.58,133939.60,1126146.67,47441.51,1773827.74,1233682.92,0,1279856.80,-46173.88,5574,40599,14426,0,0,24,0,0,0,0,0,0,0.0,24823,79791,46048,25940,13534,4493,32171,0.0,6725.0,8531,7046,3449,0.0,53271.77,49542.75,265729.34,256452.15,276960.01,302670.98,363826.06,340918.79,"49,543","69,794","-20,251","16,367","33,472","1,404","32,068",0,"22,658","9,410","317,364","43,400","223,385",48.0,692,95.80%,28.10%,50.60%,284,54,"273,963",1.0,0.0,"256,452","265,729","-9,277","36,618","220,400",368,"220,033","2,400","127,034","95,398","324,004","82,543","213,975",270.0,816,99.80%,42.80%,535.00%,45,20,"241,461",1.0,0.0,708.98,Digital printing,B2B Service Provider,Xero,849,2021-11-02 10:23:13,2020-11-02 09:31:14,2022-04-04 13:33:31,2019-12-18 09:31:13,2022-09-06 10:41:07,2022-09-06 10:41:07,34.0,Completed,NZL,54.24,1.0,,,11154.21,16366.91,317363.51,122699.17,352215.39,69913.5,100.0,438595.8,43400.24,396150.07,-180939.72,215210.35,223385.45,196216.79,27168.66,223385.45
8375,FT742,,,,2.0,7.0,563.0,23.835,,,,2.0,7.0,581.0,4.798,,,,9.0,2.0,894.0,72.254,2.0,,,,8.0,6.0,,,958.0,1100.0,6.0,,60.0,30.0,,,,,,,,,,,,,COMPANY,,2841.17,5113.73,0.0,163140.75,98325.17,0.0,82951.36,15373.81,263011.36,132064.47,0.0,141749.35,-9684.88,200777.57,85785.33,0.0,103165.58,-17380.25,91354.71,26772.17,0.0,52076.22,-25304.05,17847.0,0.0,0.0,0.0,37576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18516.0,0.0,0.0,0.0,36383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34182.04,8866.95,27282.67,43919.63,40836.44,41487.4,29753.22,35874.91,"38,183","64,574","-26,391","-35,780","29,763","11,503","18,260",0,"13,071","5,189","35,036","28,003","-53,379",152.0,189,61.40%,17.40%,116.70%,35.0,34,"7,033",0.0,1.0,"41,297","24,660","16,637","-9,389","30,921","17,292","13,629",0,"18,060","-4,431","34,623","58,341","-58,568",139.0,214,44.10%,14.30%,90.80%,35.0,51,"-23,718",1.0,1.0,737.75,Food Product Manufacturing,Other,Xero,169,2019-08-28 15:48:10,2020-01-20 13:52:02,2020-01-20 13:55:16,,2020-02-27 14:17:13,2020-02-27 14:17:13,32.0,Completed,NZL,52.46,1.0,,,409.86,-35780.01,35036.44,3325.64,65047.44,43468.05,,72735.48,28003.05,71060.95,61995.01,133055.96,-60320.48,17874.6,-78295.08,-60320.48
5559,FT4502,,,,2.0,3.0,676.0,10.928,,,,2.0,1.0,830.0,41.499,,,,,,,,2.0,,,,6.0,5.0,,,976.0,,6.0,30.0,30.0,30.0,Residential,1144000.0,448000.0,696000.0,,,,,,,,,COMPANY,"Professional, Scientific and Technical Services",545082.46,33869.21,16669.71,923741.30,817929.86,0.0,652643.99,165285.87,1248917.91,1102031.53,0,768219.33,333812.20,1234310.84,1017064.95,0,1037240.74,-20175.79,1451301.06,1245867.04,5188.17,1269017.98,-17962.77,57741.0,29184,0,0,0,1315,0,0,0,0,0,0,0.0,131811,22695,0,8370,7905,0.0,9453.0,0.0,0.0,0.0,0.0,0.0,0.0,133548.39,141428.2,166647.98,176223.9,207735.7,206471.04,144590.22,140936.24,"141,428","133,548","7,880","-8,248","124,259","7,958","116,301",0,"18,011","98,291","181,147","88,240","89,660",38,"3,270",93.60%,79.10%,"1,315.50%",44,102,"92,907",1.0,2.0,"176,224","166,648","9,576","-16,128","107,476","15,853","91,623",0,"101,564","-9,941","129,200","124,358","4,613",30,"3,573",85.20%,9.20%,"2,586.30%",37,33,"4,842",1.0,2.0,2794.5,,Consultants,Xero,371,2019-02-27 15:18:17,2020-03-25 10:13:35,2020-03-25 10:14:01,,2020-11-30 01:29:11,2020-11-30 01:29:11,103.0,Completed,NZL,182.9,4.0,,,0.0,-24066.9,151092.67,-325902.48,151092.67,32696.86,3478.26,163200.89,150298.93,191701.58,31416.14,223117.72,-59916.83,154021.46,-24575.14,-59916.83
7594,FT1796,,,,5.0,9.0,568.0,6.386,,,,2.0,4.0,550.0,4.477,,,,9.0,2.0,894.0,72.254,2.0,,,,15.0,12.0,,,980.0,,6.0,,,,,,,,,,,,,,,,COMPANY,Wholesale Trade,230503.24,44599.71,0.0,1131327.38,234158.03,9522.47,132749.27,110931.23,4019241.43,377184.47,66409.61,399489.14,44104.94,3934593.28,340623.56,52930.04,334301.08,30011.18,1637281.09,236107.47,0,194558.15,19617.19,0.0,0,0,0,42715,0,0,32782,21317,29993,21325,21279,0.0,0,0,0,0,27540,0.0,0.0,210734.0,115005.0,33139.0,4161.0,1163.0,0.0,314534.53,293943.25,430820.89,444313.51,419037.7,377547.47,385667.03,402727.32,"371,228","373,525","-2,297","45,392","243,077","237,081","5,997","3,120","63,851","-54,735","365,379","191,659","321,572",474,517,3.70%,22.20%,204.30%,46,20,"173,720",4.0,1.0,"444,114","430,621","13,493","47,689","246,364","274,580","-28,216","3,105","62,050","-87,161","405,066","142,719","376,307",432,583,10.10%,34.90%,277.90%,49,13,"262,347",5.0,1.0,1956.15,Importer & Wholesaler,Distributors/Wholesalers,Xero,181,2020-01-31 12:40:45,2020-01-31 12:41:17,2020-02-17 16:08:40,,2020-02-26 12:51:22,2020-02-26 12:51:22,114.0,Completed,NZL,113.74,,,,1847.48,,,,,,,,,,,,,,,
6155,FT3438,,,,4.0,13.0,606.0,72.254,,,,4.0,2.0,756.0,21.857,,,,,,,,2.0,,,,11.0,8.0,,,894.0,,6.0,,,,Residential,405000.0,215000.0,190000.0,,,,,,,,,COMPANY,Information Media and Telecommunication,34871.48,10012.46,0.0,786883.23,444840.69,415.0,326044.85,119210.84,801527.09,393000.62,0.03,473042.78,-80042.13,720290.27,448096.30,194.67,454691.97,-6401.00,428353.24,224129.38,0,258029.13,-33899.75,26311.0,45046,610,896,1412,578,582,702,594,456,423,903,0.0,103870,9728,1555,276,92,359.0,117.0,0.0,56.0,0.0,0.0,0.0,0.0,65846.21,86155.32,101567.01,98076.15,64339.06,63433.87,87538.09,86542.52,"175,968","146,542","29,426","-30,076","125,209","76,178","49,031","25,835","21,351","53,514","53,530","58,628","-19,034",253,497,49.60%,35.40%,"3,373.80%",11,19,"-5,098",1.0,-1.0,"87,450","90,941","-3,491","-59,501","82,226","38,218","44,007",554,"17,907","26,655","45,458","77,525","-72,548",265,311,53.80%,32.20%,440.90%,16,40,"-32,067",0.0,-1.0,2569.5,Computer Repairs & Sales,B2B Service Provider,Xero,256,2020-01-31 12:45:11,2020-01-31 12:45:31,2020-03-10 13:57:25,,2020-03-31 08:15:18,2020-03-31 08:15:18,152.0,Completed,NZL,151.75,,,,0.0,-25956.81,0.0,10851.05,68731.04,65189.41,,136413.64,-207.0,289289.27,-33065.42,256223.85,-119810.21,-467.33,-120342.88,-119810.21
2586,FT10027,,,2.0,,12.0,534,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sole Trader,Other Services,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207.5,,B2B Service Provider,,2318,,2022-08-19 12:18:34,,,2022-08-19 04:17:07,2022-08-19 04:17:07,69.0,Completed,NZL,88.59,1.0,1.0,,0.0,,,,,,,,,,,,,,,
